A000,http://web.archive.org/web/20090219213521/http://azkrmc.com:80/diabetes_education.php,/html/body/table/tbody/tr/td/table[3]/tbody/tr/td/table[2]/tbody/tr/td/div/descendant-or-self::node()[4<=position()][position()<=45]
A001,http://web.archive.org/web/20080719042017/http://www.insurance-and-investment.com/from_top_companies.htm,/html/body/table[2]/tbody/tr[2]/td[3]/descendant-or-self::node()[78<=position()][position()<=639]
A002,http://web.archive.org/web/20090322220732/http://www.ezquit.com:80/quit_smoking_and_stop_smoking.htm,/html/body/descendant-or-self::node()[5<=position()][position()<=295]
A005,http://web.archive.org/web/20090220140355/http://www.best-price.com:80/category/index/id/493/name/Computer_Keyboards,/html/body/div/div[2]/descendant-or-self::node()[22<=position()][position()<=1498]
A006,http://web.archive.org/web/20111123183616/http://schools-wikipedia.org/wp/s/SAT.htm,/html/body/div/div[1]/div/descendant-or-self::node()[4<=position()][position()<=1653]
A008,http://web.archive.org/web/20090117034126/http://www.infoplease.com/spot/bhmintro1.html,/html/body/div/table/tbody/tr/td/table[2]/tbody/tr/td[2]/div/descendant-or-self::node()[4<=position()][position()<=130]
A009,http://web.archive.org/web/20080514113851/http://teens.aol.com/college/sat-prep,/html/body/div[3]/div[9]/div[1]/div[3]/div[1]/div[2]/descendant-or-self::node()[4<=position()][position()<=62]
A010,http://web.archive.org/web/20090708195214/http://www.bigpedia.com:80/encyclopedia/Afghanistan,/html/body/table[2]/tbody/tr/td/table[3]/tbody/tr/td[2]/descendant-or-self::node()[12<=position()][position()<=1494]
A011,http://web.archive.org/web/20090221214330/http://www.sportrider.com:80/features/146_0812_lucas_oil_indy_mile/index.html,/html/body/form/table/tbody/tr[2]/td[2]/span/div[1]/div[1]/div[2]/descendant-or-self::node()[4<=position()][position()<=42]
A012,http://web.archive.org/web/20090115100310/http://www.smarter.com:80/keyboards/video-reviews/vd--ch-2--ca-118.html,/html/body/div[2]/descendant-or-self::node()[68<=position()][position()<=1269]
A013,http://web.archive.org/web/20090222183157/http://www.accredited-online-colleges.com:80/University-of-Phoenix/index.asp,/html/body/div[2]/div[3]/table/tbody/tr/td[2]/div/div/descendant-or-self::node()[15<=position()][position()<=794]
A014,http://web.archive.org/web/20090206122907/http://appraiser.jocogov.org:80/general/pp.htm,/html/body/table/tbody/descendant-or-self::node()[92<=position()][position()<=412]
A015,http://web.archive.org/web/20090219000426/http://healthinsite.gov.au:80/topics/Iron,/html/body/div[2]/div[1]/div[1]/div/descendant-or-self::node()[109<=position()][position()<=1132]
A016,http://web.archive.org/web/20090217103707/http://taxes.ca.gov:80/Contact_Us/index.shtml,/html/body/descendant-or-self::node()[167<=position()][position()<=500]
A017,http://web.archive.org/web/20080514092712/http://www.meafs.com/Retirement/Distributions.cfm,/html/body/table[1]/tbody/tr[4]/td[2]/table/tbody/tr/td/descendant-or-self::node()[4<=position()][position()<=171]
A018,http://web.archive.org/web/20080515131305/http://www.cheap-56k.com/cheap-internet-service.shtml,/html/body/table/tbody/tr/td[2]/table/tbody/tr[2]/td/table/tbody/tr/td[2]/table[1]/tbody/descendant-or-self::node()[21<=position()][position()<=759]
A019,http://web.archive.org/web/20090227013841/http://www.riceonline.com:80/home.shtml,/html/body/table[2]/tbody/tr/td[2]/table/tbody/tr/td/descendant-or-self::node()[23<=position()][position()<=4117]
A020,http://web.archive.org/web/20090130035820/http://ahfinfo.com:80/ahfinfo/womenandvwd.html,/html/body/div/table/tbody/tr/td[2]/descendant-or-self::node()[25<=position()][position()<=760]
A021,http://web.archive.org/web/20090321134708/http://www.avira.com:80/fr/threats/startletter/l/malware_l.html,/html/body/table/tbody/tr/td[2]/table/tbody/tr[3]/td[3]/div/descendant-or-self::node()[5<=position()][position()<=1559]
A022,http://web.archive.org/web/20090328180818/http://www.italianmade.com:80/foods/cat22.cfm,/html/body/p[1]/descendant-or-self::node()[14<=position()][position()<=68]
A023,http://web.archive.org/web/20090221212928/http://www.4woman.gov:80/quitsmoking/howtoquit/,/html/body/table/tbody/tr/td[2]/table/tbody/tr/td/descendant-or-self::node()[14<=position()][position()<=350]
A024,http://web.archive.org/web/20081216144410/http://www.aavmc.org:80/DVM/index.htm,/html/body/table[2]/tbody/tr/td[2]/table[2]/tbody/descendant-or-self::node()[15<=position()][position()<=507]
A026,http://web.archive.org/web/20080515201337/http://afete.com/en/search-Vacation_Rental_Cocoa_Beach_Florida.html,/html/body/table[3]/tbody/tr/td[3]/div/descendant-or-self::node()[10<=position()][position()<=240]
A029,http://web.archive.org/web/20090221022940/http://dutchesstourism.com:80/fishing.asp,/html/body/table[2]/tbody/tr[2]/td[4]/table/tbody/tr/td/table/tbody/tr[5]/td[1]/descendant-or-self::node()[9<=position()][position()<=60]
A030,http://web.archive.org/web/20110302123239/http://www.stocktonlapidary.com:80/show.html,/html/body/div/table/tbody/tr[3]/td/div/table/tbody/tr/td/div/table/tbody/tr[1]/td/div/table/tbody/tr/td/div/table/tbody/tr/td/descendant-or-self::node()[10<=position()][position()<=112]
A031,http://web.archive.org/web/20090227145638/http://www.gatheringguide.com:80/event_directory/rc/fl_florida/hollywood/evl_bands_djs_entertainment.html,/html/body/form/div/table[3]/tbody/descendant-or-self::node()[16<=position()][position()<=721]
A032,http://web.archive.org/web/20090227135035/http://www.bookrags.com:80/Last_Supper,/html/body/center/table/tbody/tr[1]/td[2]/div[2]/table/tbody/tr/td[1]/table/tbody/tr/td[2]/descendant-or-self::node()[10<=position()][position()<=442]
A033,http://web.archive.org/web/20081204064835/http://www.brighthub.com:80/science/medical/articles/17252.aspx,/html/body/form/div[5]/div[2]/div/descendant-or-self::node()[8<=position()][position()<=139]
A036,http://web.archive.org/web/20090303182708/http://www.longislandexchange.com:80/brooklynqueens/flushing.html,/html/body/table[2]/tbody/tr/td/table/tbody/tr[2]/td/table/tbody/tr[4]/td/table/tbody/tr/td[2]/table/tbody/tr[2]/td/table/tbody/tr/td/table/tbody/descendant-or-self::node()[15<=position()][position()<=60]
A037,http://web.archive.org/web/20081204103933/http://www.hospitalopenings.com/states/connecticut.asp,/html/body/table/tbody/tr[4]/td/table/tbody/descendant-or-self::node()[449<=position()][position()<=966]
A039,http://web.archive.org/web/20090311122626/http://www.quick-easy-recipes.com:80/pork_tenderloin_recipes.html,/html/body/div/table/tbody/tr[2]/td[2]/div/descendant-or-self::node()[4<=position()][position()<=164]
A040,http://web.archive.org/web/20080319031225/http://www.auto-online.ch:80/en/VOLVO-S40-Occasionen-78-647.html,/html/body/div[3]/div/div/div[2]/div[1]/descendant-or-self::node()[4<=position()][position()<=2041]
A041,http://web.archive.org/web/20090312023400/http://www.bibliotecapleyades.net:80/sitchin/genesisrevisto/genrevisit02.htm,/html/body/div/table/tbody/tr/td/descendant-or-self::node()[16<=position()][position()<=1028]
A042,http://web.archive.org/web/20090212131908/http://www.britam.org:80/codesbrit/CodesSouthAfrica.html,/html/body/div/descendant-or-self::node()[3<=position()][position()<=459]
A044,http://web.archive.org/web/20110727061652/http://asbestosdanger.blogspot.com/,/html/body/div[3]/div[1]/div/descendant-or-self::node()[4<=position()][position()<=698]
A045,http://web.archive.org/web/20090221114054/http://ramada-idrive.com:80/convention_center,/html/body/div[1]/div/descendant-or-self::node()[105<=position()][position()<=93]
A046,http://web.archive.org/web/20090226113952/http://www.starbucksstore.com:80/products/terms.asp,/html/body/table[2]/tbody/tr[3]/td[4]/table/tbody/tr/td/table/tbody/tr[3]/td[2]/font/descendant-or-self::node()[5<=position()][position()<=63]
A048,http://web.archive.org/web/20090104232335/http://www.goaskalice.columbia.edu:80/2599.html,/html/body/div[1]/table/tbody/descendant-or-self::node()[21<=position()][position()<=198]
A049,http://web.archive.org/web/20090207210949/http://happyscooters.com:80/Electric-Scooters-p-1-c-15.html,/html/body/table/tbody/tr[1]/td/table[2]/tbody/tr/td[3]/descendant-or-self::node()[28<=position()][position()<=271]
A050,http://web.archive.org/web/20090226050736/http://www.selectsolar.co.uk:80/kit.php,/html/body/div[1]/descendant-or-self::node()[8<=position()][position()<=2702]
A051,http://web.archive.org/web/20060703093702/http://kfbspevc.blogspot.com:80/,/html/body/div[4]/div[2]/div/div/descendant-or-self::node()[4<=position()][position()<=1367]
A052,http://web.archive.org/web/20080725181434/http://www.factbites.com/topics/Diversity,/html/body/descendant-or-self::node()[63<=position()][position()<=2032]
